"","word","n"
"6118","a little bit better",14
"6119","a little bit but",14
"6120","a long time coming",14
"6121","a lot but i",14
"6122","a lot of games",14
"6123","a lot of ways",14
"6124","a majority of the",14
"6125","a master's degree in",14
"6126","a really long time",14
"6127","a run in the",14
"6128","a sense of the",14
"6129","a testament to the",14
"6130","a two run homer",14
"6131","a week and a",14
"6132","a whole new level",14
"6133","about a quarter of",14
"6134","about the future of",14
"6135","about the same time",14
"6136","according to a statement",14
"6137","according to package directions",14
"6138","according to the indictment",14
"6139","after world war ii",14
"6140","all in all i",14
"6141","all of them are",14
"6142","all of us at",14
"6143","all the moms out",14
"6144","all who came out",14
"6145","also part of the",14
"6146","am a huge fan",14
"6147","an e mail to",14
"6148","an easy way to",14
"6149","an end to the",14
"6150","an hour or so",14
"6151","and a bit of",14
"6152","and a few other",14
"6153","and at one point",14
"6154","and be a part",14
"6155","and check out our",14
"6156","and focus on the",14
"6157","and get back to",14
"6158","and i know i",14
"6159","and i'm pretty sure",14
"6160","and in the process",14
"6161","and is one of",14
"6162","and it is the",14
"6163","and it's not even",14
"6164","and just like that",14
"6165","and last but not",14
"6166","and needs to be",14
"6167","and now i am",14
"6168","and now i have",14
"6169","and replace it with",14
"6170","and the new york",14
"6171","and then go to",14
"6172","and told me that",14
"6173","are having a great",14
"6174","are not the same",14
"6175","are your thoughts on",14
"6176","around the corner from",14
"6177","as a kind of",14
"6178","as far as we",14
"6179","as i thought it",14
"6180","as if he were",14
"6181","as much as a",14
"6182","as one of my",14
"6183","as soon as he",14
"6184","as well as it",14
"6185","at a cost of",14
"6186","at a press conference",14
"6187","at a time to",14
"6188","at least a few",14
"6189","at least that's what",14
"6190","at the end i",14
"6191","at the end the",14
"6192","back of my mind",14
"6193","back of the house",14
"6194","back thanks for the",14
"6195","be a good time",14
"6196","be a little bit",14
"6197","be able to come",14
"6198","be aware of the",14
"6199","be seen as a",14
"6200","bear in mind that",14
"6201","before the start of",14
"6202","before you know it",14
"6203","beginning of the year",14
"6204","being able to see",14
"6205","believed to be the",14
"6206","best of the best",14
"6207","bout to go to",14
"6208","breath of fresh air",14
"6209","bureau of labor statistics",14
"6210","but at some point",14
"6211","but how do you",14
"6212","but i decided to",14
"6213","but i know i",14
"6214","but i love the",14
"6215","but it was too",14
"6216","but that is a",14
"6217","but that's not the",14
"6218","by the likes of",14
"6219","can also be a",14
"6220","can be a bit",14
"6221","can be used for",14
"6222","can't wait to share",14
"6223","can't wait to start",14
"6224","cause of the fire",14
"6225","comment on this post",14
"6226","couple of days ago",14
"6227","cover the cost of",14
"6228","cup of coffee and",14
"6229","day thanks for the",14
"6230","department of homeland security",14
"6231","diagnosed with breast cancer",14
"6232","did a lot of",14
"6233","didn't know you were",14
"6234","didn’t know how to",14
"6235","do what you love",14
"6236","do you know how",14
"6237","do you know that",14
"6238","do you like to",14
"6239","do you think that",14
"6240","does not seem to",14
"6241","don't even know how",14
"6242","don't know what it",14
"6243","don't want to have",14
"6244","don’t know what to",14
"6245","easy to make and",14
"6246","either side of the",14
"6247","even know how to",14
"6248","even though they are",14
"6249","executive officer of the",14
"6250","felt like i had",14
"6251","few years ago when",14
"6252","figure out what to",14
"6253","first come first serve",14
"6254","first day of school",14
"6255","follow us on twitter",14
"6256","for a family of",14
"6257","for a place to",14
"6258","for all the support",14
"6259","for an extended period",14
"6260","for following me i",14
"6261","for him and his",14
"6262","for it to come",14
"6263","for the better part",14
"6264","for the day and",14
"6265","for the duration of",14
"6266","for the end of",14
"6267","for the foreseeable future",14
"6268","for the last time",14
"6269","for the month of",14
"6270","for you to get",14
"6271","from a lot of",14
"6272","from a variety of",14
"6273","get to see my",14
"6274","get to see the",14
"6275","get to see you",14
"6276","get to the bottom",14
"6277","get used to this",14
"6278","girl with the dragon",14
"6279","glad to be back",14
"6280","glad you liked the",14
"6281","goes a long way",14
"6282","going on at the",14
"6283","going to do a",14
"6284","going to win this",14
"6285","good luck on your",14
"6286","good news for the",14
"6287","got a new phone",14
"6288","grow up to be",14
"6289","had to have a",14
"6290","haha thanks for the",14
"6291","has a history of",14
"6292","has been a very",14
"6293","has been on the",14
"6294","have a bunch of",14
"6295","have a friend who",14
"6296","have a great friday",14
"6297","have a little bit",14
"6298","have a safe and",14
"6299","have access to the",14
"6300","have been working on",14
"6301","have no idea why",14
"6302","have no problem with",14
"6303","have one of the",14
"6304","have some sort of",14
"6305","have the money to",14
"6306","have to admit i",14
"6307","have to agree with",14
"6308","have to make sure",14
"6309","have to pay the",14
"6310","have to take the",14
"6311","have you checked out",14
"6312","haven't been on in",14
"6313","he came to the",14
"6314","he needs to be",14
"6315","he said of the",14
"6316","he said that the",14
"6317","he said this is",14
"6318","he was supposed to",14
"6319","here's a look at",14
"6320","his way to the",14
"6321","hope you have an",14
"6322","how are you i",14
"6323","how do you think",14
"6324","how easy it is",14
"6325","how excited i am",14
"6326","how important it is",14
"6327","how long are you",14
"6328","how often do you",14
"6329","huge thank you to",14
"6330","i also need to",14
"6331","i always wanted to",14
"6332","i am grateful for",14
"6333","i am one of",14
"6334","i am ready for",14
"6335","i am sure i",14
"6336","i am talking about",14
"6337","i am thinking about",14
"6338","i am willing to",14
"6339","i can assure you",14
"6340","i can do to",14
"6341","i can make it",14
"6342","i can only imagine",14
"6343","i can see it",14
"6344","i can’t help but",14
"6345","i could have been",14
"6346","i could have done",14
"6347","i didn't have any",14
"6348","i didn't know i",14
"6349","i do believe that",14
"6350","i do like the",14
"6351","i don't know what's",14
"6352","i don't like this",14
"6353","i felt like a",14
"6354","i get to go",14
"6355","i get to the",14
"6356","i guess i will",14
"6357","i guess this is",14
"6358","i had a wonderful",14
"6359","i had my first",14
"6360","i had to ask",14
"6361","i have my own",14
"6362","i have the same",14
"6363","i hope everyone has",14
"6364","i hope everyone is",14
"6365","i hope i get",14
"6366","i hope that i",14
"6367","i just don't have",14
"6368","i just need a",14
"6369","i just wanna be",14
"6370","i know i need",14
"6371","i know i'm not",14
"6372","i know right i",14
"6373","i know the feeling",14
"6374","i know what i",14
"6375","i love my mom",14
"6376","i love you my",14
"6377","i need to talk",14
"6378","i need to write",14
"6379","i need you to",14
"6380","i needed to do",14
"6381","i never would have",14
"6382","i put it in",14
"6383","i still have my",14
"6384","i think it has",14
"6385","i think we need",14
"6386","i thought about it",14
"6387","i used to do",14
"6388","i used to go",14
"6389","i used to say",14
"6390","i want him to",14
"6391","i want to work",14
"6392","i was excited to",14
"6393","i was invited to",14
"6394","i was lucky enough",14
"6395","i was on my",14
"6396","i was thinking of",14
"6397","i went out to",14
"6398","i will be on",14
"6399","i will follow back",14
"6400","i will need to",14
"6401","i wish i would",14
"6402","i wish there was",14
"6403","i woke up this",14
"6404","i would be able",14
"6405","i would be happy",14
"6406","i would love a",14
"6407","i would love it",14
"6408","i'm going to the",14
"6409","i'm so glad i",14
"6410","i'm still trying to",14
"6411","i'm trying to figure",14
"6412","i’m not the only",14
"6413","if i don't get",14
"6414","if it had been",14
"6415","if it is not",14
"6416","if you are thinking",14
"6417","if you don’t know",14
"6418","if you don’t like",14
"6419","if you ever have",14
"6420","if you ever need",14
"6421","if you make a",14
"6422","if you try to",14
"6423","immigration and customs enforcement",14
"6424","important part of the",14
"6425","in a bad mood",14
"6426","in a large pot",14
"6427","in a relationship with",14
"6428","in all of this",14
"6429","in high school and",14
"6430","in life is to",14
"6431","in my head i",14
"6432","in my last post",14
"6433","in new york i",14
"6434","in new york in",14
"6435","in one of those",14
"6436","in st charles county",14
"6437","in the dark and",14
"6438","in the eastern conference",14
"6439","in the final minute",14
"6440","in the last month",14
"6441","in the last week",14
"6442","in the music industry",14
"6443","in the region and",14
"6444","in the world are",14
"6445","in touch with you",14
"6446","is a form of",14
"6447","is a good place",14
"6448","is going to go",14
"6449","is good for the",14
"6450","is no god but",14
"6451","is not expected to",14
"6452","is nothing more than",14
"6453","is shaping up to",14
"6454","is the best place",14
"6455","is the last time",14
"6456","is the most powerful",14
"6457","is the sort of",14
"6458","is the source of",14
"6459","is the type of",14
