"","word","n"
"31335","be and the",15
"31336","be approved by",15
"31337","be ashamed of",15
"31338","be at home",15
"31339","be back at",15
"31340","be but i",15
"31341","be completed by",15
"31342","be even better",15
"31343","be full of",15
"31344","be honest and",15
"31345","be invited to",15
"31346","be more excited",15
"31347","be my new",15
"31348","be played at",15
"31349","be released in",15
"31350","be released on",15
"31351","be so happy",15
"31352","be the person",15
"31353","beauty and the",15
"31354","became aware of",15
"31355","because i could",15
"31356","because i couldn't",15
"31357","because i wanted",15
"31358","because she had",15
"31359","because we don't",15
"31360","because you want",15
"31361","because you were",15
"31362","bed and breakfast",15
"31363","been a busy",15
"31364","been a couple",15
"31365","been doing it",15
"31366","been doing this",15
"31367","been living in",15
"31368","been put in",15
"31369","been the case",15
"31370","been the most",15
"31371","been watching the",15
"31372","been working for",15
"31373","before i have",15
"31374","before the start",15
"31375","behind in the",15
"31376","behind the counter",15
"31377","being out of",15
"31378","believe in it",15
"31379","believe in your",15
"31380","believe that god",15
"31381","best player in",15
"31382","better and i",15
"31383","better chance of",15
"31384","between these two",15
"31385","big fans of",15
"31386","big plans for",15
"31387","bin laden and",15
"31388","birthday hope you",15
"31389","bit like a",15
"31390","boils down to",15
"31391","book about the",15
"31392","bought me a",15
"31393","bound to be",15
"31394","bowl of a",15
"31395","break out the",15
"31396","bring in the",15
"31397","bring up the",15
"31398","brother and his",15
"31399","built on a",15
"31400","bush era tax",15
"31401","but at some",15
"31402","but back to",15
"31403","but come on",15
"31404","but he can",15
"31405","but he doesn't",15
"31406","but he never",15
"31407","but here i",15
"31408","but here it",15
"31409","but here's my",15
"31410","but i keep",15
"31411","but i made",15
"31412","but i wasn’t",15
"31413","but i'm glad",15
"31414","but if there",15
"31415","but in fact",15
"31416","but it never",15
"31417","but it's all",15
"31418","but it's so",15
"31419","but not at",15
"31420","but not necessarily",15
"31421","but not sure",15
"31422","but only one",15
"31423","but over the",15
"31424","but rather a",15
"31425","but some people",15
"31426","but still a",15
"31427","but the more",15
"31428","but to the",15
"31429","but you don’t",15
"31430","buy a car",15
"31431","by all accounts",15
"31432","by the board",15
"31433","by the day",15
"31434","by the grace",15
"31435","by the lack",15
"31436","by using a",15
"31437","call to action",15
"31438","call us at",15
"31439","came across this",15
"31440","came home and",15
"31441","came home to",15
"31442","came out for",15
"31443","came to visit",15
"31444","can assure you",15
"31445","can be sure",15
"31446","can do i",15
"31447","can figure out",15
"31448","can get in",15
"31449","can go home",15
"31450","can have the",15
"31451","can i come",15
"31452","can learn from",15
"31453","can result in",15
"31454","can see them",15
"31455","can we just",15
"31456","can you be",15
"31457","can't do that",15
"31458","can't say i",15
"31459","can't take it",15
"31460","cant wait until",15
"31461","capitalize on the",15
"31462","care in the",15
"31463","care of their",15
"31464","care what you",15
"31465","case you were",15
"31466","caused him to",15
"31467","caused me to",15
"31468","cents a share",15
"31469","chance to take",15
"31470","chance to talk",15
"31471","charged with murder",15
"31472","claims that the",15
"31473","close eye on",15
"31474","close out the",15
"31475","closest to the",15
"31476","co author of",15
"31477","come and get",15
"31478","come check it",15
"31479","come on now",15
"31480","come on you",15
"31481","come to pass",15
"31482","come together and",15
"31483","come together to",15
"31484","comes out in",15
"31485","coming up on",15
"31486","coming up to",15
"31487","commerce department said",15
"31488","commissioner roger goodell",15
"31489","company plans to",15
"31490","conference at the",15
"31491","consisted of a",15
"31492","construction of a",15
"31493","convinced that the",15
"31494","cook until the",15
"31495","corn on the",15
"31496","could be heard",15
"31497","could hear the",15
"31498","could never be",15
"31499","countries in the",15
"31500","county attorney's office",15
"31501","coupled with the",15
"31502","course i have",15
"31503","cover of the",15
"31504","covered by the",15
"31505","crack me up",15
"31506","create jobs and",15
"31507","crowd at the",15
"31508","curious about the",15
"31509","cut in half",15
"31510","cut to the",15
"31511","cuz i was",15
"31512","d d d",15
"31513","dancing in the",15
"31514","dark side of",15
"31515","daughter and her",15
"31516","day and a",15
"31517","day as i",15
"31518","day but it",15
"31519","day here in",15
"31520","day in a",15
"31521","day of his",15
"31522","day of prayer",15
"31523","day we are",15
"31524","day we have",15
"31525","days away from",15
"31526","deal with that",15
"31527","deals with the",15
"31528","dean of the",15
"31529","death of her",15
"31530","decided that the",15
"31531","decided to keep",15
"31532","depths of the",15
"31533","did at the",15
"31534","did it again",15
"31535","did it and",15
"31536","did it i",15
"31537","did not do",15
"31538","didn't do it",15
"31539","didn't have enough",15
"31540","didn’t have any",15
"31541","do if i",15
"31542","do it at",15
"31543","do it do",15
"31544","do it is",15
"31545","do it just",15
"31546","do it to",15
"31547","do more than",15
"31548","do my hair",15
"31549","do not use",15
"31550","do so in",15
"31551","do too much",15
"31552","do well to",15
"31553","do whatever you",15
"31554","do you just",15
"31555","does a great",15
"31556","does not always",15
"31557","doesn't know how",15
"31558","doesn't make it",15
"31559","doesn’t seem to",15
"31560","dogs and cats",15
"31561","doing a little",15
"31562","doing something else",15
"31563","doing the best",15
"31564","don't forget that",15
"31565","don't know you",15
"31566","don't let it",15
"31567","don't mean to",15
"31568","don't see it",15
"31569","don't think we",15
"31570","don't want a",15
"31571","don't you have",15
"31572","don’t like it",15
"31573","don’t think so",15
"31574","don’t think that",15
"31575","done a great",15
"31576","down a little",15
"31577","down all the",15
"31578","down and get",15
"31579","down the field",15
"31580","driven by the",15
"31581","drop out of",15
"31582","due to an",15
"31583","during his time",15
"31584","during the event",15
"31585","during the month",15
"31586","each of those",15
"31587","each other at",15
"31588","each other out",15
"31589","easy enough to",15
"31590","education in the",15
"31591","effort to get",15
"31592","end of march",15
"31593","end the day",15
"31594","end up getting",15
"31595","ends with a",15
"31596","engage in a",15
"31597","enough of a",15
"31598","enough to go",15
"31599","enough with the",15
"31600","era tax cuts",15
"31601","even had a",15
"31602","even in a",15
"31603","even though she",15
"31604","ever had the",15
"31605","everyone on the",15
"31606","everything that i",15
"31607","evidence that the",15
"31608","exactly what happened",15
"31609","except for a",15
"31610","excited to announce",15
"31611","excited to go",15
"31612","excited to share",15
"31613","executive of the",15
"31614","extent to which",15
"31615","fact it is",15
"31616","far i have",15
"31617","feel better about",15
"31618","feel like doing",15
"31619","feel like im",15
"31620","feel like this",15
"31621","feel that i",15
"31622","feet away from",15
"31623","feet in the",15
"31624","fellow at the",15
"31625","few years and",15
"31626","few years i",15
"31627","field in the",15
"31628","fight for the",15
"31629","filed a lawsuit",15
"31630","fill it with",15
"31631","filled with a",15
"31632","finally found the",15
"31633","finally got my",15
"31634","find a better",15
"31635","find something to",15
"31636","first on the",15
"31637","first one to",15
"31638","fish in the",15
"31639","five year old",15
"31640","focus is on",15
"31641","focus of the",15
"31642","focus on a",15
"31643","follow me if",15
"31644","following in the",15
"31645","food for the",15
"31646","foot of the",15
"31647","for a girl",15
"31648","for a large",15
"31649","for a nap",15
"31650","for a period",15
"31651","for a real",15
"31652","for adults and",15
"31653","for an interview",15
"31654","for eight years",15
"31655","for free at",15
"31656","for god to",15
"31657","for having a",15
"31658","for his life",15
"31659","for hours and",15
"31660","for i am",15
"31661","for me it’s",15
"31662","for me she",15
"31663","for me we",15
"31664","for my children",15
"31665","for new jersey",15
"31666","for one another",15
"31667","for other people",15
"31668","for some new",15
"31669","for telling me",15
"31670","for that and",15
"31671","for the blazers",15
"31672","for the blog",15
"31673","for the boys",15
"31674","for the challenge",15
"31675","for the chance",15
"31676","for the country",15
"31677","for the county",15
"31678","for the fall",15
"31679","for the group",15
"31680","for the life",15
"31681","for the majority",15
"31682","for the mentions",15
"31683","for the nation's",15
"31684","for the office",15
"31685","for the person",15
"31686","for the quarter",15
"31687","for the red",15
"31688","for the start",15
"31689","for the trip",15
"31690","for them it",15
"31691","for this book",15
"31692","for this but",15
"31693","for those with",15
